name, memory.used [MiB], memory.free [MiB]
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
Tesla V100-SXM2-16GB, 0 MiB, 16150 MiB
